暑さに向かう　　　　　　　　　　　　　　あつさにむかう　　　　　　　　　　　　　,D W.  N  ,
あっと言わせる　　　　　　　　　　　　　あっといわせる　　　　　　　　　　　　　,D 1.     ,
集まっている　　　　　　　　　　　　　　あつまっている　　　　　　　　　　　　　,D 1.     ,
あつものにこりてなますを吹く　　　　　　あつものにこりてなますをふく　　　　　　,D K.  N  ,
圧力が掛かる　　　　　　　　　　　　　　あつりょくがかかる　　　　　　　　　　　,D R.     ,
圧力をかける　　　　　　　　　　　　　　あつりょくをかける　　　　　　　　　　　,D 1.  N  ,
軋轢が生じる　　　　　　　　　　　　　　あつれきがしょうじる　　　　　　　　　　,D 1.  N  ,
軋轢の生じる　　　　　　　　　　　　　　あつれきのしょうじる　　　　　　　　　　,D 1.  N  ,
当てがある　　　　　　　　　　　　　　　あてがある　　　　　　　　　　　　　　　,D R.  P  ,
当てが外れる　　　　　　　　　　　　　　あてがはずれる　　　　　　　　　　　　　,D 1.  N  ,
当て込む　　　　　　　　　　　　　　　　あてこむ　　　　　　　　　　　　　　　　,D M.     ,
当て付ける　　　　　　　　　　　　　　　あてつける　　　　　　　　　　　　　　　,D 1.  N  ,
当てになる　　　　　　　　　　　　　　　あてになる　　　　　　　　　　　　　　　,D R.  P  ,
当ての外れる　　　　　　　　　　　　　　あてのはずれる　　　　　　　　　　　　　,D 1.  N  ,
当てはまる　　　　　　　　　　　　　　　あてはまる　　　　　　　　　　　　　　　,D R.   M ,
当てはめる　　　　　　　　　　　　　　　あてはめる　　　　　　　　　　　　　　　,D 1.   I ,
後足で砂を掛ける　　　　　　　　　　　　あとあしですなをかける　　　　　　　　　,D 1.  N  ,
後釜に据える　　　　　　　　　　　　　　あとがまにすえる　　　　　　　　　　　　,D 1.     ,
後釜に座る　　　　　　　　　　　　　　　あとがまにすわる　　　　　　　　　　　　,D R.     ,
後先になる　　　　　　　　　　　　　　　あとさきになる　　　　　　　　　　　　　,D R.  N  ,
後継ぎを挙げる　　　　　　　　　　　　　あとつぎをあげる　　　　　　　　　　　　,D 1.     ,
アドバルーンを揚げる　　　　　　　　　　あどばるーんをあげる　　　　　　　　　　,D 1.     ,
後棒を担ぐ　　　　　　　　　　　　　　　あとぼうをかつぐ　　　　　　　　　　　　,D G.     ,
跡目を争う　　　　　　　　　　　　　　　あとめをあらそう　　　　　　　　　　　　,D W.  N  ,
跡目を継ぐ　　　　　　　　　　　　　　　あとめをつぐ　　　　　　　　　　　　　　,D G.     ,
跡を追う　　　　　　　　　　　　　　　　あとをおう　　　　　　　　　　　　　　　,D W.     ,
後を負う　　　　　　　　　　　　　　　　あとをおう　　　　　　　　　　　　　　　,D W.     ,
跡をくらます　　　　　　　　　　　　　　あとをくらます　　　　　　　　　　　　　,D S.     ,
後を託す　　　　　　　　　　　　　　　　あとをたくす　　　　　　　　　　　　　　,D S.     ,
後を絶つ　　　　　　　　　　　　　　　　あとをたつ　　　　　　　　　　　　　　　,D T.   I ,
跡を継ぐ　　　　　　　　　　　　　　　　あとをつぐ　　　　　　　　　　　　　　　,D G.     ,
跡を付ける　　　　　　　　　　　　　　　あとをつける　　　　　　　　　　　　　　,D 1.     ,
後を付ける　　　　　　　　　　　　　　　あとをつける　　　　　　　　　　　　　　,D 1.   I ,
後を弔う　　　　　　　　　　　　　　　　あとをとむらう　　　　　　　　　　　　　,D W.  P  ,
跡を取る　　　　　　　　　　　　　　　　あとをとる　　　　　　　　　　　　　　　,D R.     ,
跡を濁す　　　　　　　　　　　　　　　　あとをにごす　　　　　　　　　　　　　　,D S.  N  ,
後を引く　　　　　　　　　　　　　　　　あとをひく　　　　　　　　　　　　　　　,D K.  N  ,
跡を譲る　　　　　　　　　　　　　　　　あとをゆずる　　　　　　　　　　　　　　,D R.     ,
穴が開く　　　　　　　　　　　　　　　　あながあく　　　　　　　　　　　　　　　,D K.  NM ,
穴が埋まる　　　　　　　　　　　　　　　あながうまる　　　　　　　　　　　　　　,D R.  P  ,
穴を開ける　　　　　　　　　　　　　　　あなをあける　　　　　　　　　　　　　　,D 1.  NI ,
穴を埋める　　　　　　　　　　　　　　　あなをうめる　　　　　　　　　　　　　　,D 1.  P  ,
穴をえぐる　　　　　　　　　　　　　　　あなをえぐる　　　　　　　　　　　　　　,D R.  N  ,
穴を狙う　　　　　　　　　　　　　　　　あなをねらう　　　　　　　　　　　　　　,D W.     ,
穴を掘る　　　　　　　　　　　　　　　　あなをほる　　　　　　　　　　　　　　　,D R.     ,
暴き出す　　　　　　　　　　　　　　　　あばきだす　　　　　　　　　　　　　　　,D S.  P  ,
暴れ出す　　　　　　　　　　　　　　　　あばれだす　　　　　　　　　　　　　　　,D S.  N  ,
暴れまくる　　　　　　　　　　　　　　　あばれまくる　　　　　　　　　　　　　　,D R.  N  ,
暴れ回る　　　　　　　　　　　　　　　　あばれまわる　　　　　　　　　　　　　　,D R.  N  ,
浴びせ掛ける　　　　　　　　　　　　　　あびせかける　　　　　　　　　　　　　　,D 1.  N  ,
浴びせ倒す　　　　　　　　　　　　　　　あびせたおす　　　　　　　　　　　　　　,D S.   I ,
危ない橋を渡る　　　　　　　　　　　　　あぶないはしをわたる　　　　　　　　　　,D R.  N  ,
危ながる　　　　　　　　　　　　　　　　あぶながる　　　　　　　　　　　　　　　,D R.   I ,
油が切れる　　　　　　　　　　　　　　　あぶらがきれる　　　　　　　　　　　　　,D 1.  N  ,
脂が乗る　　　　　　　　　　　　　　　　あぶらがのる　　　　　　　　　　　　　　,D R.  PM ,
油じみる　　　　　　　　　　　　　　　　あぶらじみる　　　　　　　　　　　　　　,D 1.  NM ,
油の切れる　　　　　　　　　　　　　　　あぶらのきれる　　　　　　　　　　　　　,D 1.  N  ,
脂の乗る　　　　　　　　　　　　　　　　あぶらののる　　　　　　　　　　　　　　,D R.  P  ,
油を売る　　　　　　　　　　　　　　　　あぶらをうる　　　　　　　　　　　　　　,D R.  N  ,
油を差す　　　　　　　　　　　　　　　　あぶらをさす　　　　　　　　　　　　　　,D S.     ,
油を絞られる　　　　　　　　　　　　　　あぶらをしぼられる　　　　　　　　　　　,D 1.  N  ,
油を注ぐ　　　　　　　　　　　　　　　　あぶらをそそぐ　　　　　　　　　　　　　,D G.     ,
脂を取る　　　　　　　　　　　　　　　　あぶらをとる　　　　　　　　　　　　　　,D R.     ,
